"ResourceType","TerraformName","MicrosoftProvider","APIVersions","MappingSource","DocumentationPath"
"DataSource","azurerm_log_analytics_workspace_table","Microsoft.OperationalInsights","2022-10-01","GeneratedAPISection","website/docs/d/log_analytics_workspace_table.html.markdown"
"DataSource","azurerm_logic_app_integration_account","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/d/logic_app_integration_account.html.markdown"
"DataSource","azurerm_logic_app_standard","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/d/logic_app_standard.html.markdown"
"DataSource","azurerm_logic_app_workflow","Microsoft.Logic","2019-05-01","GeneratedAPISection","website/docs/d/logic_app_workflow.html.markdown"
"DataSource","azurerm_machine_learning_workspace","Microsoft.MachineLearningServices","2025-06-01","GeneratedAPISection","website/docs/d/machine_learning_workspace.html.markdown"
"DataSource","azurerm_maintenance_configuration","Microsoft.Maintenance","2023-04-01","GeneratedAPISection","website/docs/d/maintenance_configuration.html.markdown"
"DataSource","azurerm_managed_api","Microsoft.Web","2016-06-01","GeneratedAPISection","website/docs/d/managed_api.html.markdown"
"DataSource","azurerm_managed_application_definition","Microsoft.Solutions","2021-07-01","GeneratedAPISection","website/docs/d/managed_application_definition.html.markdown"
"DataSource","azurerm_managed_devops_pool","Microsoft.DevOpsInfrastructure","2025-09-20","GeneratedAPISection","website/docs/d/managed_devops_pool.html.markdown"
"DataSource","azurerm_managed_disk","Microsoft.Compute","2023-04-02","GeneratedAPISection","website/docs/d/managed_disk.html.markdown"
"DataSource","azurerm_managed_disks","Microsoft.Compute","2023-04-02","GeneratedAPISection","website/docs/d/managed_disks.html.markdown"
"DataSource","azurerm_managed_redis","Microsoft.Cache","2025-07-01","GeneratedAPISection","website/docs/d/managed_redis.html.markdown"
"DataSource","azurerm_managed_redis_access_policy_assignment","Microsoft.Cache","2025-07-01","GeneratedAPISection","website/docs/d/managed_redis_access_policy_assignment.html.markdown"
"DataSource","azurerm_management_group","Microsoft.Management","2020-05-01","GeneratedAPISection","website/docs/d/management_group.html.markdown"
"DataSource","azurerm_management_group_template_deployment","","","Unmapped","website/docs/d/management_group_template_deployment.html.markdown"
"DataSource","azurerm_maps_account","Microsoft.Maps","2023-06-01","GeneratedAPISection","website/docs/d/maps_account.html.markdown"
"DataSource","azurerm_marketplace_agreement","Microsoft.MarketplaceOrdering","2015-06-01","GeneratedAPISection","website/docs/d/marketplace_agreement.html.markdown"
"DataSource","azurerm_monitor_action_group","Microsoft.Insights","2023-01-01","GeneratedAPISection","website/docs/d/monitor_action_group.html.markdown"
"DataSource","azurerm_monitor_data_collection_endpoint","Microsoft.Insights","2023-03-11","GeneratedAPISection","website/docs/d/monitor_data_collection_endpoint.html.markdown"
"DataSource","azurerm_monitor_data_collection_rule","Microsoft.Insights","2023-03-11","GeneratedAPISection","website/docs/d/monitor_data_collection_rule.html.markdown"
"DataSource","azurerm_monitor_diagnostic_categories","Microsoft.Insights","2021-05-01-preview","GeneratedAPISection","website/docs/d/monitor_diagnostic_categories.html.markdown"
"DataSource","azurerm_monitor_scheduled_query_rules_alert","Microsoft.Insights","2018-04-16","GeneratedAPISection","website/docs/d/monitor_scheduled_query_rules_alert.html.markdown"
"DataSource","azurerm_monitor_scheduled_query_rules_log","Microsoft.Insights","2018-04-16","GeneratedAPISection","website/docs/d/monitor_scheduled_query_rules_log.html.markdown"
"DataSource","azurerm_monitor_workspace","Microsoft.Monitor","2023-04-03","GeneratedAPISection","website/docs/d/monitor_workspace.html.markdown"
"DataSource","azurerm_mssql_database","Microsoft.Sql","2025-01-01","GeneratedAPISection","website/docs/d/mssql_database.html.markdown"
"DataSource","azurerm_mssql_elasticpool","Microsoft.Sql","2025-01-01","GeneratedAPISection","website/docs/d/mssql_elasticpool.html.markdown"
"DataSource","azurerm_mssql_failover_group","Microsoft.Sql","2025-01-01","GeneratedAPISection","website/docs/d/mssql_failover_group.html.markdown"
"DataSource","azurerm_mssql_managed_database","Microsoft.Sql","2023-08-01-preview","GeneratedAPISection","website/docs/d/mssql_managed_database.html.markdown"
"DataSource","azurerm_mssql_managed_instance","Microsoft.Sql","2023-08-01-preview","GeneratedAPISection","website/docs/d/mssql_managed_instance.html.markdown"
"DataSource","azurerm_mssql_server","Microsoft.Sql","2025-01-01","GeneratedAPISection","website/docs/d/mssql_server.html.markdown"
"DataSource","azurerm_mysql_flexible_server","Microsoft.DBforMySQL","2023-12-30","GeneratedAPISection","website/docs/d/mysql_flexible_server.html.markdown"
"DataSource","azurerm_nat_gateway","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/nat_gateway.html.markdown"
"DataSource","azurerm_netapp_account","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_account.html.markdown"
"DataSource","azurerm_netapp_account_encryption","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_account_encryption.html.markdown"
"DataSource","azurerm_netapp_backup_policy","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_backup_policy.html.markdown"
"DataSource","azurerm_netapp_backup_vault","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_backup_vault.html.markdown"
"DataSource","azurerm_netapp_pool","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_pool.html.markdown"
"DataSource","azurerm_netapp_snapshot","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_snapshot.html.markdown"
"DataSource","azurerm_netapp_snapshot_policy","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_snapshot_policy.html.markdown"
"DataSource","azurerm_netapp_volume","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_volume.html.markdown"
"DataSource","azurerm_netapp_volume_bucket","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_volume_bucket.html.markdown"
"DataSource","azurerm_netapp_volume_bucket_with_server","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_volume_bucket_with_server.html.markdown"
"DataSource","azurerm_netapp_volume_group_oracle","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_volume_group_oracle.html.markdown"
"DataSource","azurerm_netapp_volume_group_sap_hana","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_volume_group_sap_hana.html.markdown"
"DataSource","azurerm_netapp_volume_quota_rule","Microsoft.NetApp","2026-05-01","GeneratedAPISection","website/docs/d/netapp_volume_quota_rule.html.markdown"
"DataSource","azurerm_network_ddos_protection_plan","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_ddos_protection_plan.html.markdown"
"DataSource","azurerm_network_interface","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_interface.html.markdown"
"DataSource","azurerm_network_manager","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_manager.html.markdown"
"DataSource","azurerm_network_manager_connectivity_configuration","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_manager_connectivity_configuration.html.markdown"
"DataSource","azurerm_network_manager_ipam_pool","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_manager_ipam_pool.html.markdown"
"DataSource","azurerm_network_manager_network_group","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_manager_network_group.html.markdown"
"DataSource","azurerm_network_security_group","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_security_group.html.markdown"
"DataSource","azurerm_network_security_perimeter","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_security_perimeter.html.markdown"
"DataSource","azurerm_network_security_perimeter_profile","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_security_perimeter_profile.html.markdown"
"DataSource","azurerm_network_service_tags","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_service_tags.html.markdown"
"DataSource","azurerm_network_watcher","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/d/network_watcher.html.markdown"
"DataSource","azurerm_nginx_api_key","Nginx.NginxPlus","2024-11-01-preview","GeneratedAPISection","website/docs/d/nginx_api_key.html.markdown"
"DataSource","azurerm_nginx_certificate","Nginx.NginxPlus","2024-11-01-preview","GeneratedAPISection","website/docs/d/nginx_certificate.html.markdown"
"DataSource","azurerm_nginx_configuration","Nginx.NginxPlus","2024-11-01-preview","GeneratedAPISection","website/docs/d/nginx_configuration.html.markdown"
"DataSource","azurerm_nginx_deployment","Nginx.NginxPlus","2024-11-01-preview","GeneratedAPISection","website/docs/d/nginx_deployment.html.markdown"
"DataSource","azurerm_notification_hub","Microsoft.NotificationHubs","2023-09-01","GeneratedAPISection","website/docs/d/notification_hub.html.markdown"
"DataSource","azurerm_notification_hub_namespace","Microsoft.NotificationHubs","2023-09-01","GeneratedAPISection","website/docs/d/notification_hub_namespace.html.markdown"
"DataSource","azurerm_oracle_adbs_character_sets","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_adbs_character_sets.html.markdown"
"DataSource","azurerm_oracle_adbs_national_character_sets","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_adbs_national_character_sets.html.markdown"
"DataSource","azurerm_oracle_autonomous_database","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_autonomous_database.html.markdown"
"DataSource","azurerm_oracle_autonomous_database_backup","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_autonomous_database_backup.html.markdown"
"DataSource","azurerm_oracle_autonomous_database_backups","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_autonomous_database_backups.html.markdown"
"DataSource","azurerm_oracle_autonomous_database_clone_from_backup","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_autonomous_database_clone_from_backup.html.markdown"
"DataSource","azurerm_oracle_autonomous_database_clone_from_database","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_autonomous_database_clone_from_database.html.markdown"
"DataSource","azurerm_oracle_cloud_vm_cluster","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_cloud_vm_cluster.html.markdown"
"DataSource","azurerm_oracle_database_system_versions","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_database_system_versions.html.markdown"
"DataSource","azurerm_oracle_db_nodes","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_db_nodes.html.markdown"
"DataSource","azurerm_oracle_db_servers","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_db_servers.html.markdown"
"DataSource","azurerm_oracle_db_system_shapes","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_db_system_shapes.html.markdown"
"DataSource","azurerm_oracle_exadata_infrastructure","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_exadata_infrastructure.html.markdown"
"DataSource","azurerm_oracle_exascale_database_storage_vault","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_exascale_database_storage_vault.html.markdown"
"DataSource","azurerm_oracle_gi_versions","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_gi_versions.html.markdown"
"DataSource","azurerm_oracle_resource_anchor","Oracle.Database","2025-09-01","GeneratedAPISection","website/docs/d/oracle_resource_anchor.html.markdown"
"DataSource","azurerm_orchestrated_virtual_machine_scale_set","Microsoft.Compute","2025-04-01","GeneratedAPISection","website/docs/d/orchestrated_virtual_machine_scale_set.html.markdown"
"DataSource","azurerm_palo_alto_local_rulestack","PaloAltoNetworks.Cloudngfw","2025-10-08","GeneratedAPISection","website/docs/d/palo_alto_local_rulestack.html.markdown"
"DataSource","azurerm_platform_image","Microsoft.Compute","2024-03-01","GeneratedAPISection","website/docs/d/platform_image.html.markdown"
"DataSource","azurerm_playwright_workspace","Microsoft.LoadTestService","2025-09-01","GeneratedAPISection","website/docs/d/playwright_workspace.html.markdown"
"DataSource","azurerm_policy_assignment","Microsoft.Authorization","2022-06-01","GeneratedAPISection","website/docs/d/policy_assignment.html.markdown"
"DataSource","azurerm_policy_definition","Microsoft.Authorization","","MatchingResource:ARMImportID","website/docs/d/policy_definition.html.markdown"
"DataSource","azurerm_policy_definition_built_in","","","Unmapped","website/docs/d/policy_definition_built_in.html.markdown"
"DataSource","azurerm_policy_set_definition","Microsoft.Authorization","2025-01-01","MatchingResource:GeneratedAPISection","website/docs/d/policy_set_definition.html.markdown"
"DataSource","azurerm_policy_virtual_machine_configuration_assignment","Microsoft.Compute","2024-04-05","GeneratedAPISection","website/docs/d/policy_virtual_machine_configuration_assignment.html.markdown"
"DataSource","azurerm_portal_dashboard","Microsoft.Portal","2019-01-01-preview","GeneratedAPISection","website/docs/d/portal_dashboard.html.markdown"
"DataSource","azurerm_postgresql_flexible_server","Microsoft.DBforPostgreSQL","2025-08-01","GeneratedAPISection","website/docs/d/postgresql_flexible_server.html.markdown"
"DataSource","azurerm_private_dns_a_record","Microsoft.Network","2024-06-01","GeneratedAPISection","website/docs/d/private_dns_a_record.html.markdown"
"DataSource","azurerm_private_dns_aaaa_record","Microsoft.Network","2024-06-01","GeneratedAPISection","website/docs/d/private_dns_aaaa_record.html.markdown"
"DataSource","azurerm_private_dns_cname_record","Microsoft.Network","2024-06-01","GeneratedAPISection","website/docs/d/private_dns_cname_record.html.markdown"
"DataSource","azurerm_private_dns_mx_record","Microsoft.Network","2024-06-01","GeneratedAPISection","website/docs/d/private_dns_mx_record.html.markdown"
"DataSource","azurerm_private_dns_ptr_record","Microsoft.Network","2024-06-01","GeneratedAPISection","website/docs/d/private_dns_ptr_record.html.markdown"
